Rating,Company,Average,Lowest,Highest,yr/mo/hr
,Andhra Pradesh Board of Intermediate Education,358130,"4,27,833","4,67,492",/yr
,Kiwi labs,2814088,"33,86,247","36,48,973",/yr
,Ron Bhalla,1278812,"15,33,766","16,63,263",/yr
,Metteyya Analytics,1210386,"14,47,155","15,78,809",/yr
,FORE SOLUTIONS,713388,"8,53,560","9,29,910",/yr
,L&Z Assessoria Contábil,173139,"2,07,588","2,25,260",/yr
,wasdfvgbvn,282534,"3,41,381","3,64,954",/yr
,Kmjk,171032,"2,04,890","2,22,691",/yr
,dfaafv faafg,183404,"2,19,849","2,38,662",/yr
,Heaven Explorer,4076207,"48,74,925","53,15,592",/yr
,Dr.Subhendu Mohanty,1118482,"13,34,466","14,61,740",/yr
,Aashish sharma,1011702,"12,12,611","13,16,644",/yr
,Arjun Kappor,561696,"6,74,243","7,29,997",/yr
,URS Technologies Solutions,785372,"9,38,034","10,25,397",/yr
,Hritik,727941,"8,75,612","9,44,241",/yr
,no,343981,"4,12,346","4,47,606",/yr
,Daicenet Solutions,756797,"9,04,210","9,87,782",/yr
,Gdjddjdjdj,172349,"2,06,091","2,24,782",/yr
,suraj kumar,691097,"8,32,725","8,95,017",/yr
,serbfsf,801624,"9,67,840","10,36,220",/yr
,DATAAI TECHNOLOGIES,258417,"3,08,024","3,38,019",/yr
,Phaethon Technologies,552988,"6,63,200","7,19,270",/yr
,Wicky,571529,"6,89,706","7,39,117",/yr
,MomentText,696885,"8,34,458","9,07,754",/yr
,Vk,162915,"1,96,764","2,10,524",/yr
,Nuartin Labs,2097889,"25,16,637","27,28,085",/yr
,CRM-Pride Motors,316286,"3,82,788","4,07,927",/yr
,Vishal Rawat,1193162,"14,27,797","15,55,108",/yr
,Harsh N Bhatt,638403,"7,67,832","8,28,176",/yr
,Mobius Information Services,694903,"8,29,075","9,08,183",/yr
,asdadaf,655444,"7,83,042","8,55,569",/yr
,Wiaz International,239618,"2,89,905","3,09,141",/yr
,subodh singh,998164,"11,88,264","13,07,145",/yr
,table tabble,1256893,"15,08,517","16,33,716",/yr
,Dr Raghu Gill,1223892,"14,76,084","15,83,646",/yr
,Airavaat Car Rentals,1155787,"13,85,367","15,04,101",/yr
,Na,2120274,"25,52,122","27,48,564",/yr
,TruVoice,551524,"6,57,636","7,21,173",/yr
,john,198691,"2,39,585","2,57,143",/yr
,RyDOT Infotech,269992,"3,24,933","3,50,048",/yr
,Make Your Future Here,591338,"7,09,801","7,68,543",/yr
,Newbee,61326,"73,267","80,049",/yr
,Rihan Consultoria,85920,"1,02,708","1,12,093",/yr
,GIMA,16683,"19,968","21,740",/yr
,Reckon Data Solutions,16504,"19,787","21,474",/yr
,Wincept Pvt Limited,24952,"29,990","32,391",/yr
,shruti pateriya,42884,"51,473","55,738",/yr
,AIML Data,189210,"2,29,009","2,44,016",/yr
,NP Global,287134,"3,42,587","3,75,247",/yr
,Syhg,41824,"50,345","54,216",/yr
,aiintelli,49153,"58,959","63,924",/yr
,Srt,50515,"60,293","65,994",/yr
,Insurance Information Bureau of India,16357,"19,507","21,386",/yr
,Feso Social Media,21882,"26,269","28,435",/yr
,Kainv Global,80730,"96,868","1,04,958",/yr
,Startup,34413,"41,426","44,607",/yr
,Institut Multidisciplinaire de Biochimie des Lipides,82336,"98,410","1,07,430",/yr
,Careerlink Management Consultants,44124,"52,878","57,431",/yr
,SIC Industries,20286,"24,506","26,210",/yr
,programmer,42858,"51,323","55,821",/yr
,Apra Labs,90164,"1,08,943","1,16,468",/yr
,Pragadhees,28056,"33,590","36,551",/yr
,TCN.INDIA,34884,"41,759","45,450",/yr
,M DHANUSH,11983,"14,362","15,595",/yr
,Sourav Besra,8111,"9,726","10,551",/yr
,Sky Quest,29572,"35,635","38,294",/yr
,Ankit,25844,"30,937","33,673",/yr
,PlotMyData,8175,"9,764","10,674",/yr
,YOGESH SHARMA,18617,"22,230","24,312",/yr
,Raj Mahawala,7985,"9,610","10,352",/yr
,Padmavasan S,24687,"29,673","32,045",/yr
,harish,87178,"1,04,734","1,13,211",/yr
,Corpindeed It Solutions (OPC),8421,"10,075","10,978",/yr
,Embedded..Kanamma,262562,"3,15,224","3,41,180",/yr
,sdfdgdg,48,57,62,/hr
,esgh hgkkk,102629,"1,23,872","1,32,700",/yr
,Swetapadma Das,246617,"2,95,736","3,20,807",/yr
,Aurify Systems,480605,"5,81,124","6,20,388",/yr
,Kp techobriks,17845,"21,378","23,235",/yr
,Artis signature,6251824,"74,83,167","81,46,394",/yr
,Arohi Operations,25625,"30,112","33,950",/yr
,Brunet Info Solutions,430388,"5,17,012","5,58,959",/yr
,Global Talent Pool,1636888,"19,56,926","21,35,294",/yr
,AIML Data Analytics Solutions,1821342,"20,53,635","24,99,720",/yr
,Tata Consultancy Services,717507,"4,95,053","12,98,714",/yr
,Nico info systems india,527973,"6,37,820","6,82,113",/yr
,Pavana USA,492102,"5,94,547","6,35,709",/yr
,Amir Chand Jagdish Kumar (Exports),511351,"6,13,463","6,64,914",/yr
,CKM Sports Management,505319,"6,11,631","6,51,667",/yr
,xxxxxxxxxxx,507016,"6,09,940","6,57,600",/yr
,Sanket Kotkar,489835,"5,89,539","6,35,048",/yr
,Gg,475196,"5,73,025","6,14,966",/yr
,NLP Technologies,490665,"5,91,349","6,35,313",/yr
,ALPLA India Pvt ltd,421352,"5,04,707","5,48,673",/yr
,Cipio India,279411,"3,36,056","3,62,471",/yr
,R,412234,"4,95,124","5,35,461",/yr
,Terrain Art,572953,"6,87,053","7,45,330",/yr
,Sigma Group (NJ),400104,"4,77,850","5,22,410",/yr
,Stemly,2186936,"26,25,736","28,41,605",/yr
,Dayal Medical Aids,838832,"10,06,425","10,90,656",/yr
,Lokesh Rao,1631982,"19,55,041","21,24,914",/yr
,Build Your Concepts,2132020,"25,66,397","27,63,652",/yr
,Na,414524,"4,99,730","5,36,580",/yr
,Vivek sheel,718866,"8,59,455","9,37,710",/yr
,Sushant Sinha,981279,"11,69,326","12,83,871",/yr
,"Punitha Vijayakumar, MD",330780,"3,96,975","4,29,974",/yr
,Lykitmedia,1297665,"15,69,499","16,74,664",/yr
,e-MSI,2033907,"24,45,286","26,39,482",/yr
,neha gupta,415301,"4,94,201","5,44,051",/yr
,Aniket Sonawane,681048,"8,15,844","8,86,777",/yr
,j.Nayak,1066565,"12,73,790","13,92,623",/yr
,Patrick,352807,"4,22,975","4,59,042",/yr
,no,648685,"7,79,734","8,41,978",/yr
,Eqlizer Softech,1195628,"14,39,805","15,49,264",/yr
,JC's BBQ & Grill,92982,"1,11,504","1,20,950",/yr
,Giftiicon,653243,"7,83,790","8,49,318",/yr
,Uthavi Thogai - Indian Scholarship Portal,400136,"4,78,625","5,21,715",/yr
,Bird Analytics,204466,"2,45,978","2,65,187",/yr
,Rapt Technologies,1126352,"13,49,788","14,66,093",/yr
,Karthik Rammohan,674772,"8,08,061","8,78,870",/yr
,baazi network,1630822,"19,40,121","21,36,934",/yr
,We Are Novella,557371,"6,63,351","7,30,077",/yr
,Supravo ghosh,836863,"10,06,762","10,85,396",/yr
,PV,247716,"2,97,216","3,22,074",/yr
,qwerty12,1011067,"12,15,373","13,12,295",/yr
,Yuvraj Verma,172099,"2,06,433","2,23,815",/yr
,Rajashekar hugar,822318,"9,81,948","10,73,847",/yr
,Sagar Pandey,411414,"4,93,242","5,35,293",/yr
,Bagcampus,200335,"2,40,630","2,60,208",/yr
,Vinodhini D,1221775,"14,68,009","15,86,429",/yr
,Chhigan Sharma,956242,"11,43,581","12,47,024",/yr
,Trinity Mobility Solutions Pvt Ltd,733612,"8,87,235","9,46,794",/yr
,akhil sajeev,207092,"2,47,524","2,70,206",/yr
,HP,3268258,"39,06,519","42,64,126",/yr
,pankj guio,822557,"9,83,900","10,72,492",/yr
,Ronanki Swamy,1263140,"15,24,802","16,33,049",/yr
,Avian Acquisition,1159700,"13,94,282","15,04,967",/yr
,Scalein,1245717,"14,84,571","16,29,721",/yr
,Prateek Smith Patra,551711,"6,61,870","7,17,407",/yr
,Scopt Analytics,1065432,"12,78,648","13,84,932",/yr
,AA,431347,"5,12,711","5,65,656",/yr
,"St. Ann's Higher Secondary School (Indore, India)",48221,"58,199","62,353",/yr
,Suhana Shabnam,1735862,"20,80,705","22,58,949",/yr
,Lakshya Gupta,377308,"4,55,092","4,88,179",/yr
,Abilitec systems,560624,"6,67,856","7,33,705",/yr
,Accretive Wiz@work Consultants,1072900,"12,86,412","13,95,839",/yr
,Mahesh Kale,398480,"4,78,910","5,17,290",/yr
,Brahman bhetun,685133,"8,25,793","8,87,040",/yr
,AA,429590,"5,17,401","5,56,573",/yr
,sharad dubey,661539,"7,94,466","8,59,381",/yr
,Jatin Khurana,433462,"5,24,184","5,59,472",/yr
,A,370140,"4,44,005","4,81,345",/yr
,Star India,1658404,"19,82,350","21,63,660",/yr
,D,818138,"9,73,592","10,71,754",/yr
,acd insights,1242190,"15,01,424","16,04,051",/yr
,PSL (India),954835,"11,48,374","12,38,713",/yr
,R,740564,"8,84,267","9,67,144",/yr
,Na,7985,"9,518","10,444",/yr
,dgadgsdh,37170,"44,716","48,209",/yr
,Parshva Enterprises,25040,"30,108","32,493",/yr
,Navigine,23720,"28,379","30,922",/yr
,tabdbjsdo,82192,"99,014","1,06,466",/yr
,RegExpress,12283,"14,602","16,106",/yr
,Clique designs,12892,"15,491","16,740",/yr
,Syed khaja,35847,"42,934","46,684",/yr
,Technocrat International Gurugram,165278,"1,97,315","2,15,880",/yr
,SprigHub,49901,"59,986","64,767",/yr
,Info Softdata Services,30329,"36,451","39,372",/yr
,Olectra Technologies,77574,"92,862","1,01,073",/yr
,Pharmaco Kinetic Unit,415926,"4,94,506","5,45,310",/yr
,Intelytica,25303,"30,283","32,975",/yr
,Hritik Agrawal,171318,"2,05,790","2,22,504",/yr
,International Institute Of Management Science(IIMS),53076,"63,642","69,047",/yr
,AS Global,38164,"45,905","49,504",/yr
,Na,12269,"14,608","16,064",/yr
,bio gas power plant,16896,"20,186","22,053",/yr
,Abhijith S,18184,"21,806","23,653",/yr
,Intertec Engineers,33634,"40,458","43,626",/yr
,ExelIQ Analytics,25830,"31,061","33,514",/yr
,Maitri (India),12167,"14,490","15,927",/yr
,Vytec,6912,"8,269","9,011",/yr
,A1,8896,"10,669","11,571",/yr
,ok,294226,"3,52,508","3,83,056",/yr
,kanth,12413,"14,937","16,095",/yr
,Na,818138,"9,73,592","10,71,754",/yr
,RIMA & RAJ,319670,"3,86,536","4,12,640",/yr
,Trice ( India),171318,"2,05,790","2,22,504",/yr
,Excelerate AI,21825,"26,188","28,374",/yr
,---,8170,"9,834","10,590",/yr
,Pipli Augmenting Intelligence,9981,"12,080","12,872",/yr
,Green Kerala Plantation,8394,"10,084","10,901",/yr
,Social Responsibility Asia,33546,"40,323","43,543",/yr
,asdfv,10099,"12,192","13,055",/yr
,vikram kottakota,29727,"36,011","38,306",/yr
,Rajat Basak,415926,"4,94,506","5,45,310",/yr
,down to up,41134,"49,435","53,401",/yr
,xxxxxx,8139,"9,755","10,592",/yr
,DecifAI,424798,"5,06,640","5,55,355",/yr
,myCOL,1116366,"13,40,364","14,50,550",/yr
3.7,Biosense Technologies,433307,"5,21,712","5,61,555",/yr
3.7,JNTU College,429292,"5,12,070","5,61,160",/yr
3.7,Sanjay Ghodawat Group of Institutions,450544,"5,37,678","5,88,681",/yr
3.7,Casepoint,413341,"4,96,468","5,36,884",/yr
3.7,Deccan Infosystems,426950,"5,09,565","5,57,810",/yr
3.7,EYGBS (India),442642,"5,29,958","5,76,648",/yr
3.7,Applicate,421581,"5,05,664","5,48,289",/yr
3.7,Orzota,404762,"4,88,223","5,23,682",/yr
3.7,Volansys,391338,"4,69,020","5,09,324",/yr
3.7,Proclan Technologies,448075,"5,39,207","5,80,981",/yr
3.7,The General,835120,"9,99,139","10,88,662",/yr
3.7,Yamaha Motor Solutions India,815257,"9,72,707","10,65,435",/yr
3.7,Philips Lighting,847940,"10,12,771","11,07,080",/yr
3.7,Lava International,529549,"6,37,167","6,86,706",/yr
3.7,Inmar,507202,"6,08,310","6,59,694",/yr
3.7,GrayMatter Software Services,517921,"6,19,854","6,74,948",/yr
3.7,Exl-Technologies,519202,"6,22,156","6,75,849",/yr
3.7,NII Consulting,492938,"5,88,110","6,44,234",/yr
3.7,GreyB,499682,"6,01,589","6,47,615",/yr
3.7,Histec Instalações e Montagens,653527,"7,88,678","8,45,139",/yr
3.7,Standard Chartered Global Business Services,2231850,"26,84,221","28,95,405",/yr
3.7,Exalca Technologies,291455,"3,50,620","3,78,017",/yr
3.7,Symphony,1228026,"14,70,403","15,99,661",/yr
3.7,GE Power,1056926,"12,74,105","13,68,211",/yr
3.7,C.H. Robinson,879811,"10,57,617","11,41,910",/yr
3.7,ideaForge,164955,"1,97,911","2,14,476",/yr
3.7,TCL-Alcatel Mobile,942234,"11,22,913","12,32,673",/yr
3.7,Value Consulting,638698,"7,69,061","8,27,685",/yr
3.7,SAS,123320,"1,48,500","1,59,801",/yr
3.7,XYZ (Hong Kong),2213126,"26,53,724","28,79,091",/yr
3.7,CommScope,644736,"7,73,856","8,37,984",/yr
3.7,Ahold Delhaize,288141,"3,44,656","3,75,696",/yr
3.7,AIRA MATRIX,1434835,"17,10,133","18,76,955",/yr
3.7,Merilytics,739555,"8,84,803","9,64,084",/yr
3.7,The Learning Experience,244667,"2,92,578","3,19,089",/yr
3.7,FedEx,1334358,"16,10,035","17,25,861",/yr
3.7,Guidehouse,657967,"7,87,141","8,57,777",/yr
3.7,Automation Anywhere,2602176,"31,20,403","33,85,037",/yr
3.7,PRM Fincon,1505045,"17,98,691","19,63,921",/yr
3.7,Zaechel International,1219724,"14,71,573","15,77,738",/yr
3.7,Linde,1380118,"16,51,324","17,98,971",/yr
3.7,Litmus World,1027997,"12,29,513","13,40,480",/yr
3.7,Grail Insights,1262794,"15,24,234","16,32,750",/yr
3.7,Ocwen Financial,1019503,"12,21,610","13,27,148",/yr
3.7,BizViz Technologies,282176,"3,38,313","3,67,127",/yr
3.7,Broadcast Audience Research Council,1123955,"13,57,279","14,52,608",/yr
3.7,Prodapt Solutions,266429,"3,21,258","3,44,814",/yr
3.7,Arm,1529622,"18,41,138","19,82,916",/yr
3.7,Mohan Clothing Company,82682,"99,377","1,07,327",/yr
3.7,"CSAA Insurance Group, a AAA Insurer",204867,"2,44,750","2,67,417",/yr
3.7,Erp and Erp,1487743,"17,85,126","19,34,232",/yr
3.7,OYE! Rickshaw,570770,"6,88,842","7,38,082",/yr
3.7,UnitedHealthCare,684408,"8,15,313","8,95,707",/yr
3.7,Icreon Communications,1272852,"15,16,417","16,65,714",/yr
3.7,Jason's Deli,590206,"7,03,903","7,71,612",/yr
3.7,Techwave,259672,"3,12,182","3,36,998",/yr
3.7,Real Time Signals,288191,"3,45,084","3,75,394",/yr
3.7,TeamLease,39669,"47,534","51,639",/yr
3.7,Sri Sai Institute of Technology & Science,12219,"14,714","15,834",/yr
3.7,NoBroker,86217,"1,04,229","1,11,314",/yr
3.7,lnterplast,26684,"32,144","34,566",/yr
3.7,AnaLinear Technologies,7984,"9,611","10,348",/yr
3.7,Epicenter Technologies,11968,"14,417","15,502",/yr
3.7,Huawei Technologies,67683,"81,395","87,813",/yr
3.7,Chase,61475,"73,270","80,418",/yr
3.7,Bennett University,32583,"38,993","42,464",/yr
3.7,Unknown Planner,85882,"1,02,606","1,12,099",/yr
3.7,The Teaching Company,16850,"20,162","21,962",/yr
3.7,AMIT,24062,"28,888","31,267",/yr
3.7,Wolters Kluwer,22251,"26,793","28,834",/yr
3.7,BigHaat,12554,"15,072","16,314",/yr
3.7,Adecco,1117155,"13,41,274","14,51,614",/yr
3.7,Cellular Sales,90,107,117,/yr
3.7,JoulestoWatts Business Solutions,437221,"2,28,894","8,64,159",/yr
3.7,Vivriti Capital,17752,"21,411","22,968",/yr
3.7,Harshit Info Solutions,433283,"5,21,774","5,61,433",/yr
3.7,Alpha AI,8349,"10,031","10,841",/yr
3.7,TEOCO,54554,"34,411","1,01,974",/yr
3.7,Toppr.com,80224,"33,870","1,66,690",/yr
3.7,Bread Financial,49099,"34,907","87,840",/yr
3.7,Quantsapp,16710,"16,006","25,770",/yr
3.7,Harsha Engineers Changodar Ahmedabad,35053,"38,923","48,710",/yr
3.7,Tesla,1299603,"15,55,181","16,93,827",/yr
3.7,Eightfold,2793849,"33,69,969","36,14,654",/yr
3.7,Vivriti Capital,1818769,"21,76,569","23,70,353",/yr
3.7,Thomson Reuters,1316423,"15,88,340","17,02,718",/yr
3.7,Presidency University (Bangalore),598316,"7,16,815","7,78,974",/yr
3.7,Tesla,171318,"2,05,790","2,22,504",/yr
3.7,Harshit Info Solutions,895209,"10,74,965","11,63,057",/yr
3.7,Faurecia,1012946,"12,12,798","13,19,568",/yr
3.7,Hakkasan Group,714604,"5,83,288","12,03,221",/yr
3.7,Chubb,2691765,"20,70,878","46,58,535",/yr
3.7,Wabtec,2004804,"17,58,502","32,53,507",/yr
3.7,Jai Kisan,490298,"5,88,831","6,36,915",/yr
3.7,Inventeron Technologies And Business Solutions,285815,"2,41,298","4,73,240",/yr
3.7,Javis,1719501,"16,53,885","26,44,867",/yr
3.7,DigiTele Networks,656564,"5,38,011","11,03,400",/yr
3.7,MoneyTap,1940387,"15,22,972","33,27,996",/yr
3.7,KrazyBee,960547,"9,68,811","14,32,557",/yr
3.7,ICICI Lombard General Insurance Company Limited,738542,"8,16,165","10,30,190",/yr
3.7,BankBazaar,908437,"10,13,120","12,57,972",/yr
3.7,Gaian Solutions India,907523,"10,08,813","12,59,995",/yr
3.7,Condé Nast,979025,"10,97,680","13,49,883",/yr
3.7,Reliance Retail,363780,"3,86,144","5,23,305",/yr
3.7,Comviva,706072,"3,05,051","14,60,130",/yr
3.7,HERE Technologies,34518,"33,380","52,915",/yr
3.7,Zeotap,62478,"67,989","88,205",/yr
3.7,NTT Ltd.,112700,"69,306","2,12,443",/yr
3.7,Unisys,936594,"4,56,707","18,84,779",/yr
3.7,Tech Data,20078,"24,038","26,156",/yr
3.7,upGrad,846,"1,016","1,100",/yr
3.7,NTT Ltd.,461,554,599,/yr
3.7,Happay,377353,"4,53,374","4,90,009",/yr
3.7,Delhivery,25367,"30,254","33,164",/yr
3.7,Optum,42350,"50,518","55,358",/yr
3.7,Motilal Oswal Financial Services,8875,"10,692","11,496",/yr
3.7,Tech Data,41062,"49,578","53,077",/yr
3.7,Innovaccer,41047,"49,280","53,338",/yr
3.7,BYJU'S,822860,"9,85,776","10,71,375",/yr
3.7,Happay,806467,"9,67,069","10,49,099",/yr
3.7,ICICI Bank,171318,"2,05,790","2,22,504",/yr
3.7,Insight Data Science,637204,"7,64,974","8,28,036",/yr
3.7,upGrad,83606,"1,01,012","1,08,003",/yr
3.7,EXL Service,492988,"5,94,106","6,38,365",/yr
3.7,Zeotap,1359918,"16,22,497","17,77,299",/yr
3.7,NSHM Knowledge Campus,424624,"5,30,780","5,30,780",/yr
3.7,Tata AIG General Insurance,1134087,"12,19,277","16,15,941",/yr
3.7,Renault Nissan Technology & Business Centre,1270223,"8,34,050","23,41,508",/yr
3.7,Searce,661361,"6,12,556","10,40,847",/yr
3.7,upGrad,1171306,"2,18,185","27,10,079",/yr
3.7,Naukri.com,1963950,"15,77,948","33,31,927",/yr
3.7,Birlasoft,4218310,"7,20,596","98,25,179",/yr
3.7,Comviva,664763,"1,91,876","14,70,032",/yr
3.7,Kotak Mahindra,764198,"6,46,587","12,63,907",/yr
3.7,BYJU'S,406000,"4,00,000","6,15,000",/yr
3.7,Danske IT and Support Services,960643,"5,06,850","18,94,758",/yr
3.7,FourKites,1410832,"7,00,126","28,26,953",/yr
3.7,Mavenir,888974,"7,49,684","14,72,751",/yr
3.7,GE Digital,1071842,"9,48,171","17,31,433",/yr
3.7,Tata Group,807951,"9,36,762","10,83,115",/yr
3.7,Netenrich Inc.,1633612,"10,84,031","30,00,000",/yr
3.7,Sopra Steria,1008508,"5,21,271","20,00,000",/yr
3.7,Xceedance,602329,"6,45,500","8,60,322",/yr
3.7,Onward Technologies,681666,"1,05,197","15,98,969",/yr
3.7,McAfee,980942,"1,55,747","22,96,608",/yr
3.7,"Purchasing Power, LLC",843075,"4,91,220","16,16,467",/yr
3.7,Marlabs,813059,"5,12,097","15,20,550",/yr
3.7,Halodoc,1580459,"13,44,792","26,06,356",/yr
3.7,Zoomcar,1561288,"11,26,613","27,76,606",/yr
3.7,Pontoon Solutions,541960,"6,47,748","7,07,153",/yr
3.7,Sandor,504848,"6,05,191","6,56,928",/yr
3.7,TT Consultants,519842,"6,26,620","6,72,984",/yr
3.7,Oracle Financial Group,505992,"6,04,572","6,60,407",/yr
3.7,Medline Industries,1212149,"14,52,022","15,78,350",/yr
3.7,STILL,162336,"1,94,953","2,10,887",/yr
3.7,Bharat Petroleum,1756348,"21,09,833","22,81,038",/yr
3.7,Co-op,1548828,"18,44,459","20,27,611",/yr
3.7,Spectra,341903,"4,10,233","4,44,524",/yr
3.7,Sundaram Clayton,817100,"9,71,963","10,70,788",/yr
3.7,& Other Stories,597751,"7,12,230","7,82,147",/yr
3.7,Marina Maher Communications,1069996,"12,79,740","13,95,251",/yr
3.7,Neerja Softwares,250756,"2,99,829","3,27,061",/yr
3.7,N+A,1078286,"13,03,535","13,92,179",/yr
3.7,AnywhereWorks,786844,"9,39,569","10,27,541",/yr
3.7,Parexel,1657173,"19,96,372","21,46,560",/yr
3.7,Latitude Fintech,847440,"10,18,232","11,00,368",/yr
3.7,Mercedes-Benz Research & Development North America,180702,"2,15,950","2,35,805",/yr
3.7,2COMS,1853144,"22,18,192","24,14,669",/yr
3.7,Conga,979334,"11,82,088","12,66,248",/yr
3.7,Lentra AI,1202034,"14,39,475","15,65,610",/yr
3.7,EdgeVerve Systems,953522,"11,48,254","12,35,552",/yr
3.7,WaveMaker,1060981,"12,69,382","13,83,071",/yr
3.7,Nucleus Software Exports,254623,"3,03,194","3,33,363",/yr
3.7,Jubilant FoodWorks,1986805,"23,64,439","26,02,574",/yr
3.7,Dainik Bhaskar,584555,"7,02,499","7,58,889",/yr
3.7,Harbor Freight Tools,171318,"2,05,790","2,22,504",/yr
3.7,Alackrity Consols,337882,"4,05,616","4,39,090",/yr
3.7,Sonasoft,1121345,"13,54,123","14,49,240",/yr
3.7,Global Mantra Innovations,172637,"2,08,206","2,23,386",/yr
3.7,Analytics Saves at Work,844076,"10,17,200","10,92,989",/yr
3.7,Hyundai Motor,814538,"9,80,787","10,55,559",/yr
3.7,Poornima Group of Colleges,688114,"8,25,242","8,95,042",/yr
3.7,ReNew Power,837186,"10,07,144","10,85,822",/yr
3.7,Speed TechServe,584958,"7,04,134","7,58,260",/yr
3.7,Wiprotec,345204,"4,15,494","4,47,515",/yr
3.7,Mobius Knowledge Services,443436,"5,31,738","5,76,853",/yr
3.7,First American Financial Corporation,690289,"8,31,858","8,93,864",/yr
3.7,BDO,656140,"7,89,786","8,50,565",/yr
3.7,Tempworks Services,1383779,"16,60,711","17,98,737",/yr
3.7,Arvind Internet,622448,"7,44,898","8,11,222",/yr
3.7,AdWyze,26537,"31,883","34,460",/yr
3.7,Dentalkart,37514,"44,830","48,954",/yr
3.7,SLL Info IT Services,37184,"44,637","48,324",/yr
3.7,ZestIOT,39295,"47,218","51,020",/yr
3.7,BANK,81718,"98,900","1,05,396",/yr
3.7,Damco Solutions,57093,"68,865","73,867",/yr
3.7,Hari Krishna Exports,56021,"67,488","72,565",/yr
3.7,Bank of India,65866,"79,046","85,619",/yr
3.7,Canara Bank,57229,"68,729","74,343",/yr
3.7,Barracuda Networks,106830,"1,28,566","1,38,508",/yr
3.7,Almug,63273,"75,384","82,798",/yr
3.7,Rajat Minerals,305808,"3,66,409","3,98,112",/yr
3.7,Traform,432659,"5,19,520","5,62,128",/yr
3.7,Adaan,464032,"5,57,465","6,02,615",/yr
3.7,NightLight Pediatric Urgent Care,45037,"54,397","58,195",/yr
3.7,SenSight Technologies,12417,"15,009","16,034",/yr
3.7,Udaan,55941,"67,208","72,645",/yr
3.7,Tech Data,818,980,"1,066",/yr
3.7,Netcore Cloud,171318,"2,05,790","2,22,504",/yr
3.7,Tech Data,32512,"39,118","42,163",/yr
3.7,HCL Technologies,410897,"4,96,209","5,31,034",/yr
3.7,Furlenco,18033,"21,728","23,354",/yr
3.7,EXL Service,31528,"37,992","40,828",/yr
3.7,Netcore Cloud,423812,"5,09,372","5,50,157",/yr
3.7,Indegene,801752,"9,59,760","10,44,620",/yr
3.7,Danske IT and Support Services,1352848,"16,26,097","17,56,024",/yr
3.7,Utopia,880548,"10,56,202","11,45,167",/yr
3.7,Datafoundry,960781,"11,57,907","12,44,046",/yr
3.7,AgNext Technologies,560109,"6,78,167","7,22,106",/yr
3.7,Jio,730058,"8,76,438","9,48,706",/yr
3.7,Delhivery,965174,"10,46,144","13,66,792",/yr
3.7,Motilal Oswal Financial Services,8153,"9,582","10,801",/yr
3.7,Optum,802169,"6,71,531","13,33,892",/yr
3.7,SABIC,1282171,"8,91,105","23,14,323",/yr
3.7,Parexel,490176,"4,82,705","7,42,734",/yr
3.7,EdgeVerve Systems,1927156,"6,67,647","41,50,243",/yr
